"ID","Campaña","PROMEDIO_SEMANAL_ENTREGA_CPV","PROMEDIO_SEMANAL_TOTAL_SOLICITUDES"
"CIUDAD DE MEXICO-DTO-2","CAI_2019",1963.07,2225.36
"CIUDAD DE MEXICO-DTO-2","CAI_2020_2021",1667.22,1795.22
"CIUDAD DE MEXICO-DTO-2","CAP_2018",1524.29,1778.43
"CIUDAD DE MEXICO-DTO-2","CAP_2018_2019",3032.47,3046.05
"CIUDAD DE MEXICO-DTO-2","CAP_2019_2020",2008.45,1890.9
"CIUDAD DE MEXICO-DTO-2","Proceso Electoral Federal",1786.78,1247.04
"CIUDAD DE MEXICO-DTO-20","CAI_2017_2018",88.5,186.2
"CIUDAD DE MEXICO-DTO-20","CAI_2018",231.71,228.36
"CIUDAD DE MEXICO-DTO-20","CAI_2019",272.21,301.71
"CIUDAD DE MEXICO-DTO-20","CAI_2020_2021",387.65,442.78
"CIUDAD DE MEXICO-DTO-20","CAP_2018",127.29,185.29
"CIUDAD DE MEXICO-DTO-20","CAP_2018_2019",427.37,438.79
"CIUDAD DE MEXICO-DTO-20","CAP_2019_2020",370.15,367.6
"CIUDAD DE MEXICO-DTO-20","Proceso Electoral Federal",288.7,152.63
"CIUDAD DE MEXICO-DTO-21","CAI_2017_2018",620.32,704.32
"CIUDAD DE MEXICO-DTO-21","CAI_2018",642.14,640.43
"CIUDAD DE MEXICO-DTO-21","CAI_2019",532.93,599.5
"CIUDAD DE MEXICO-DTO-21","CAI_2020_2021",518.39,575.48
"CIUDAD DE MEXICO-DTO-21","CAP_2018",327.14,439.71
"CIUDAD DE MEXICO-DTO-21","CAP_2018_2019",903.11,919.37
"CIUDAD DE MEXICO-DTO-21","CAP_2019_2020",647.35,615.05
"CIUDAD DE MEXICO-DTO-21","Proceso Electoral Federal",470.04,287.04
"CIUDAD DE MEXICO-DTO-22","CAI_2017_2018",938.77,1014.73
"CIUDAD DE MEXICO-DTO-22","CAI_2018",942.79,943.79
"CIUDAD DE MEXICO-DTO-22","CAI_2019",713.07,803.71
"CIUDAD DE MEXICO-DTO-22","CAI_2020_2021",456.65,591.87
"CIUDAD DE MEXICO-DTO-22","CAP_2018",430.14,634.14
"CIUDAD DE MEXICO-DTO-22","CAP_2018_2019",1151.42,1163.47
"CIUDAD DE MEXICO-DTO-22","CAP_2019_2020",774.35,738.45
"CIUDAD DE MEXICO-DTO-22","Proceso Electoral Federal",728.33,470.74
"CIUDAD DE MEXICO-DTO-23","CAI_2017_2018",1182.27,1288.18
"CIUDAD DE MEXICO-DTO-23","CAI_2018",1145.36,1184.29
"CIUDAD DE MEXICO-DTO-23","CAI_2019",916.21,1080.36
"CIUDAD DE MEXICO-DTO-23","CAI_2020_2021",1012.43,1071.39
"CIUDAD DE MEXICO-DTO-23","CAP_2018",663,764.71
"CIUDAD DE MEXICO-DTO-23","CAP_2018_2019",1399.5,1408.5
"CIUDAD DE MEXICO-DTO-23","CAP_2019_2020",1014.65,957.5
"CIUDAD DE MEXICO-DTO-23","Proceso Electoral Federal",961.85,671.15
"CIUDAD DE MEXICO-DTO-24","CAI_2017_2018",1818.27,2026.32
"CIUDAD DE MEXICO-DTO-24","CAI_2018",2151.64,2214.36
"CIUDAD DE MEXICO-DTO-24","CAI_2019",1673.5,1834.36
"CIUDAD DE MEXICO-DTO-24","CAI_2020_2021",1913.09,2012.61
"CIUDAD DE MEXICO-DTO-24","CAP_2018",1165.43,1433.43
"CIUDAD DE MEXICO-DTO-24","CAP_2018_2019",2559.29,2606.84
"CIUDAD DE MEXICO-DTO-24","CAP_2019_2020",1768.75,1687.55
"CIUDAD DE MEXICO-DTO-24","Proceso Electoral Federal",1559.04,1184.44
"CIUDAD DE MEXICO-DTO-3","CAI_2017_2018",1294.09,1364.91
"CIUDAD DE MEXICO-DTO-3","CAI_2018",1308.43,1355.71
"CIUDAD DE MEXICO-DTO-3","CAI_2019",991.79,1127.43
"CIUDAD DE MEXICO-DTO-3","CAI_2020_2021",671.52,741.57
"CIUDAD DE MEXICO-DTO-3","CAP_2018",793.29,960.71
"CIUDAD DE MEXICO-DTO-3","CAP_2018_2019",1527.47,1529.55
"CIUDAD DE MEXICO-DTO-3","CAP_2019_2020",940.4,876.65
"CIUDAD DE MEXICO-DTO-3","Proceso Electoral Federal",902.63,695
"CIUDAD DE MEXICO-DTO-4","CAI_2017_2018",1240.41,1336.36
"CIUDAD DE MEXICO-DTO-4","CAI_2018",1363.64,1356.57
"CIUDAD DE MEXICO-DTO-4","CAI_2019",1071.36,1217.86
"CIUDAD DE MEXICO-DTO-4","CAI_2020_2021",1252.57,1357.48
"CIUDAD DE MEXICO-DTO-4","CAP_2018",697.43,943.86
"CIUDAD DE MEXICO-DTO-4","CAP_2018_2019",1669.95,1686.37
"CIUDAD DE MEXICO-DTO-4","CAP_2019_2020",1231.35,1232.05
"CIUDAD DE MEXICO-DTO-4","Proceso Electoral Federal",1034.89,665.59
"CIUDAD DE MEXICO-DTO-5","CAI_2017_2018",888.23,966.59
"CIUDAD DE MEXICO-DTO-5","CAI_2018",1067.71,1105
"CIUDAD DE MEXICO-DTO-5","CAI_2019",717,813.86
"CIUDAD DE MEXICO-DTO-5","CAI_2020_2021",1040.17,1160.65
"CIUDAD DE MEXICO-DTO-5","CAP_2018",547.14,706.57
"CIUDAD DE MEXICO-DTO-5","CAP_2018_2019",1189.53,1190.74
"CIUDAD DE MEXICO-DTO-5","CAP_2019_2020",813.55,788.7
"CIUDAD DE MEXICO-DTO-5","Proceso Electoral Federal",791.63,527.81
"CIUDAD DE MEXICO-DTO-6","CAI_2017_2018",628.86,697.32
"CIUDAD DE MEXICO-DTO-6","CAI_2018",753.07,780.21
"CIUDAD DE MEXICO-DTO-6","CAI_2019",595.43,671.43
"CIUDAD DE MEXICO-DTO-6","CAI_2020_2021",621.83,686.61
"CIUDAD DE MEXICO-DTO-6","CAP_2018",411.14,504
"CIUDAD DE MEXICO-DTO-6","CAP_2018_2019",890.42,891.16
"CIUDAD DE MEXICO-DTO-6","CAP_2019_2020",666.8,652.35
"CIUDAD DE MEXICO-DTO-6","Proceso Electoral Federal",606.3,417
"CIUDAD DE MEXICO-DTO-7","CAI_2017_2018",873.82,953.59
"CIUDAD DE MEXICO-DTO-7","CAI_2018",971.79,1006.79
"CIUDAD DE MEXICO-DTO-7","CAI_2019",703.93,760.5
"CIUDAD DE MEXICO-DTO-7","CAI_2020_2021",853.52,979.3
"CIUDAD DE MEXICO-DTO-7","CAP_2018",606,707
"CIUDAD DE MEXICO-DTO-7","CAP_2018_2019",1093.29,1093.05
"CIUDAD DE MEXICO-DTO-7","CAP_2019_2020",768.2,750.2
"CIUDAD DE MEXICO-DTO-7","Proceso Electoral Federal",730.19,502.85
"CIUDAD DE MEXICO-DTO-8","CAI_2017_2018",487.5,587.5
"CIUDAD DE MEXICO-DTO-8","CAI_2018",806.29,820.5
"CIUDAD DE MEXICO-DTO-8","CAI_2019",723.14,796.71
"CIUDAD DE MEXICO-DTO-8","CAI_2020_2021",587.87,645.87
"CIUDAD DE MEXICO-DTO-8","CAP_2018",428.71,534.14
"CIUDAD DE MEXICO-DTO-8","CAP_2018_2019",1056.97,1077.84
"CIUDAD DE MEXICO-DTO-8","CAP_2019_2020",750.65,720.95
"CIUDAD DE MEXICO-DTO-8","Proceso Electoral Federal",634.41,417.56
"CIUDAD DE MEXICO-DTO-9","CAI_2017_2018",764.73,842.32
"CIUDAD DE MEXICO-DTO-9","CAI_2018",807.14,815.43
"CIUDAD DE MEXICO-DTO-9","CAI_2019",640.07,713.57
"CIUDAD DE MEXICO-DTO-9","CAI_2020_2021",589,700.04
"CIUDAD DE MEXICO-DTO-9","CAP_2018",421,568
"CIUDAD DE MEXICO-DTO-9","CAP_2018_2019",966.42,971.34
"CIUDAD DE MEXICO-DTO-9","CAP_2019_2020",692.45,660.45
"CIUDAD DE MEXICO-DTO-9","Proceso Electoral Federal",688.59,442.26
"COAHUILA-DTO-1","CAI_2017_2018",1089.18,1241.36
"COAHUILA-DTO-1","CAI_2018",1157.93,1166.64
"COAHUILA-DTO-1","CAI_2019",1090.57,1218.21
"COAHUILA-DTO-1","CAI_2020_2021",959.39,1022.74
"COAHUILA-DTO-1","CAP_2018",471.14,776.29
"COAHUILA-DTO-1","CAP_2018_2019",1397.66,1411.71
"COAHUILA-DTO-1","CAP_2019_2020",784.55,796.6
"COAHUILA-DTO-1","Proceso Electoral Federal",711.37,336.11
"COAHUILA-DTO-2","CAI_2017_2018",898.5,1118.82
"COAHUILA-DTO-2","CAI_2018",796.71,832.57
"COAHUILA-DTO-2","CAI_2019",850.29,900.79
"COAHUILA-DTO-2","CAI_2020_2021",712.3,920.52
"COAHUILA-DTO-2","CAP_2018",156.43,477.86
"COAHUILA-DTO-2","CAP_2018_2019",1087.29,1116.53
"COAHUILA-DTO-2","CAP_2019_2020",635.4,593.05
"COAHUILA-DTO-2","Proceso Electoral Federal",709.59,189.81
"COAHUILA-DTO-3","CAI_2017_2018",1020.36,1175.27
"COAHUILA-DTO-3","CAI_2018",992.57,1011.86
"COAHUILA-DTO-3","CAI_2019",1104.93,1232
"COAHUILA-DTO-3","CAI_2020_2021",853.61,930.26
"COAHUILA-DTO-3","CAP_2018",401.57,655.86
"COAHUILA-DTO-3","CAP_2018_2019",1272.84,1294.39
"COAHUILA-DTO-3","CAP_2019_2020",785.1,764.1
"COAHUILA-DTO-3","Proceso Electoral Federal",691.41,302.07
"COAHUILA-DTO-4","CAI_2017_2018",1408.5,1633.18
"COAHUILA-DTO-4","CAI_2018",1398.36,1415.71
"COAHUILA-DTO-4","CAI_2019",1437.43,1610.29
"COAHUILA-DTO-4","CAI_2020_2021",1262.3,1464.52
"COAHUILA-DTO-4","CAP_2018",669.43,912.29
"COAHUILA-DTO-4","CAP_2018_2019",1814.63,1839.97
"COAHUILA-DTO-4","CAP_2019_2020",1121,1076.05
"COAHUILA-DTO-4","Proceso Electoral Federal",1116.3,588.93
"COAHUILA-DTO-5","CAI_2017_2018",1121.41,1285.05
"COAHUILA-DTO-5","CAI_2018",1296.86,1335.21
"COAHUILA-DTO-5","CAI_2019",1064.07,1237
"COAHUILA-DTO-5","CAI_2020_2021",1111.87,1198.3
"COAHUILA-DTO-5","CAP_2018",554.57,787.14
"COAHUILA-DTO-5","CAP_2018_2019",1517.21,1527.47
"COAHUILA-DTO-5","CAP_2019_2020",909.7,943.45
"COAHUILA-DTO-5","Proceso Electoral Federal",880.41,485.04
"COAHUILA-DTO-6","CAI_2017_2018",798.5,987.64
"COAHUILA-DTO-6","CAI_2018",638.64,625.5
"COAHUILA-DTO-6","CAI_2019",812,915.71
"COAHUILA-DTO-6","CAI_2020_2021",742.61,804.96
"COAHUILA-DTO-6","CAP_2018",287.57,475
"COAHUILA-DTO-6","CAP_2018_2019",1075.03,1100.87
"COAHUILA-DTO-6","CAP_2019_2020",622.65,630.5
"COAHUILA-DTO-6","Proceso Electoral Federal",655.26,279.07
"COAHUILA-DTO-7","CAI_2017_2018",751,871.5
"COAHUILA-DTO-7","CAI_2018",864,888.21
"COAHUILA-DTO-7","CAI_2019",869.5,994.57
"COAHUILA-DTO-7","CAI_2020_2021",538.65,717.48
"COAHUILA-DTO-7","CAP_2018",349,537.57
"COAHUILA-DTO-7","CAP_2018_2019",1163.84,1177.53
"COAHUILA-DTO-7","CAP_2019_2020",668.65,632.55
"COAHUILA-DTO-7","Proceso Electoral Federal",657.78,290.19
"COLIMA-DTO-1","CAI_2017_2018",881,1031
"COLIMA-DTO-1","CAI_2018",970.93,976
"COLIMA-DTO-1","CAI_2019",675.64,779.93
"COLIMA-DTO-1","CAI_2020_2021",1077.09,1222.35
"COLIMA-DTO-1","CAP_2018",422.14,645.71
"COLIMA-DTO-1","CAP_2018_2019",1350.68,1360.53
"COLIMA-DTO-1","CAP_2019_2020",892,888.1
"COLIMA-DTO-1","Proceso Electoral Federal",717.63,356.96
"COLIMA-DTO-2","CAI_2017_2018",746.64,843.68
"COLIMA-DTO-2","CAI_2018",919.14,933.93
"COLIMA-DTO-2","CAI_2019",689.43,752.5
"COLIMA-DTO-2","CAI_2020_2021",608.13,759.39
"COLIMA-DTO-2","CAP_2018",365,593.29
"COLIMA-DTO-2","CAP_2018_2019",1147.34,1156.45
"COLIMA-DTO-2","CAP_2019_2020",731.5,730.5
"COLIMA-DTO-2","Proceso Electoral Federal",601.19,278.56
"DURANGO-DTO-1","CAI_2017_2018",741.45,834.64
"DURANGO-DTO-1","CAI_2018",832.14,997.43
"DURANGO-DTO-1","CAI_2019",793.57,800.5
"DURANGO-DTO-1","CAI_2020_2021",1076.35,1269.74
"DURANGO-DTO-1","CAP_2018",282.29,467.14
"DURANGO-DTO-1","CAP_2018_2019",919.29,929
"DURANGO-DTO-1","CAP_2019_2020",746.65,864.75
"DURANGO-DTO-1","Proceso Electoral Federal",755.04,291.04
"DURANGO-DTO-2","CAI_2017_2018",917.82,1044.59
"DURANGO-DTO-2","CAI_2018",1209,1228.07
"DURANGO-DTO-2","CAI_2019",911.36,953.79
"DURANGO-DTO-2","CAI_2020_2021",785.65,1017.83
"DURANGO-DTO-2","CAP_2018",366,615.71
"DURANGO-DTO-2","CAP_2018_2019",1188.53,1214.74
"DURANGO-DTO-2","CAP_2019_2020",981.4,952.05
"DURANGO-DTO-2","Proceso Electoral Federal",784.48,385.04
"DURANGO-DTO-3","CAI_2017_2018",724.95,862.95
"DURANGO-DTO-3","CAI_2018",930,997.14
"DURANGO-DTO-3","CAI_2019",751.57,780.14
"DURANGO-DTO-3","CAI_2020_2021",822,978.04
"DURANGO-DTO-3","CAP_2018",215.71,430
"DURANGO-DTO-3","CAP_2018_2019",962.58,982
"DURANGO-DTO-3","CAP_2019_2020",778,799.6
"DURANGO-DTO-3","Proceso Electoral Federal",635.3,248.04
"DURANGO-DTO-4","CAI_2017_2018",1410.45,1554.05
"DURANGO-DTO-4","CAI_2018",1411.07,1459.79
"DURANGO-DTO-4","CAI_2019",1168,1355.07
"DURANGO-DTO-4","CAI_2020_2021",1282.04,1431.7
"DURANGO-DTO-4","CAP_2018",713.86,934.29
"DURANGO-DTO-4","CAP_2018_2019",1505.5,1542.16
"DURANGO-DTO-4","CAP_2019_2020",1320.7,1293.65
"DURANGO-DTO-4","Proceso Electoral Federal",976.41,583.11
"GUANAJUATO-DTO-1","CAI_2017_2018",764.36,944.5
"GUANAJUATO-DTO-1","CAI_2018",851,856.93
"GUANAJUATO-DTO-1","CAI_2019",678.14,781
"GUANAJUATO-DTO-1","CAI_2020_2021",792.87,844.78
"GUANAJUATO-DTO-1","CAP_2018",335,520.71
"GUANAJUATO-DTO-1","CAP_2018_2019",1056.05,1064.79
"GUANAJUATO-DTO-1","CAP_2019_2020",746.4,741.5
"GUANAJUATO-DTO-1","Proceso Electoral Federal",615.11,307.52
"GUANAJUATO-DTO-10","CAI_2017_2018",969.59,1095.14
"GUANAJUATO-DTO-10","CAI_2018",1101.36,1135.43
"GUANAJUATO-DTO-10","CAI_2019",720.71,833.79
"GUANAJUATO-DTO-10","CAI_2020_2021",1071.43,1273.7
"GUANAJUATO-DTO-10","CAP_2018",486.57,748.71
"GUANAJUATO-DTO-10","CAP_2018_2019",1371.13,1368.29
"GUANAJUATO-DTO-10","CAP_2019_2020",920.35,932.1
"GUANAJUATO-DTO-10","Proceso Electoral Federal",751.59,342.33
"GUANAJUATO-DTO-11","CAI_2017_2018",727.32,838
"GUANAJUATO-DTO-11","CAI_2018",813.21,893.71
"GUANAJUATO-DTO-11","CAI_2019",828.71,952.21
"GUANAJUATO-DTO-11","CAI_2020_2021",703.04,763.52
"GUANAJUATO-DTO-11","CAP_2018",386.71,533
"GUANAJUATO-DTO-11","CAP_2018_2019",1299.39,1295.55
"GUANAJUATO-DTO-11","CAP_2019_2020",920.45,852.35
"GUANAJUATO-DTO-11","Proceso Electoral Federal",623.89,405.56
"GUANAJUATO-DTO-12","CAI_2017_2018",1077.5,1267.41
"GUANAJUATO-DTO-12","CAI_2018",1340.64,1350.36
"GUANAJUATO-DTO-12","CAI_2019",998.5,1167.14
"GUANAJUATO-DTO-12","CAI_2020_2021",994.43,1152.83
"GUANAJUATO-DTO-12","CAP_2018",677,914.57
"GUANAJUATO-DTO-12","CAP_2018_2019",1671.18,1685.84
"GUANAJUATO-DTO-12","CAP_2019_2020",1188.65,1137.2
"GUANAJUATO-DTO-12","Proceso Electoral Federal",984.15,580.22
"GUANAJUATO-DTO-13","CAI_2017_2018",792,893.68
"GUANAJUATO-DTO-13","CAI_2018",1002.86,1008.57
"GUANAJUATO-DTO-13","CAI_2019",605.64,678.86
"GUANAJUATO-DTO-13","CAI_2020_2021",658.39,747.09
"GUANAJUATO-DTO-13","CAP_2018",285,540.57
"GUANAJUATO-DTO-13","CAP_2018_2019",1098.5,1095.92
"GUANAJUATO-DTO-13","CAP_2019_2020",716.25,700.1
"GUANAJUATO-DTO-13","Proceso Electoral Federal",510.22,236.67
"GUANAJUATO-DTO-14","CAI_2017_2018",763,867.64
"GUANAJUATO-DTO-14","CAI_2018",990.79,1006.14
"GUANAJUATO-DTO-14","CAI_2019",631.07,744.43
"GUANAJUATO-DTO-14","CAI_2020_2021",865.09,917.83
"GUANAJUATO-DTO-14","CAP_2018",321.43,565.57
"GUANAJUATO-DTO-14","CAP_2018_2019",1230.53,1231.42
"GUANAJUATO-DTO-14","CAP_2019_2020",808.25,782.8
"GUANAJUATO-DTO-14","Proceso Electoral Federal",504.96,270.3
"GUANAJUATO-DTO-15","CAI_2017_2018",592.59,682.45
"GUANAJUATO-DTO-15","CAI_2018",735.43,732.07
"GUANAJUATO-DTO-15","CAI_2019",628.14,720.5
"GUANAJUATO-DTO-15","CAI_2020_2021",818.17,889.04
"GUANAJUATO-DTO-15","CAP_2018",340.29,493.29
"GUANAJUATO-DTO-15","CAP_2018_2019",946.42,960
"GUANAJUATO-DTO-15","CAP_2019_2020",756.1,724.4
"GUANAJUATO-DTO-15","Proceso Electoral Federal",548.96,332.07
"GUANAJUATO-DTO-2","CAI_2017_2018",817.95,925.41
"GUANAJUATO-DTO-2","CAI_2018",903.29,906.21
"GUANAJUATO-DTO-2","CAI_2019",710.86,831.79
"GUANAJUATO-DTO-2","CAI_2020_2021",916.87,1032.09
"GUANAJUATO-DTO-2","CAP_2018",415.29,612.57
"GUANAJUATO-DTO-2","CAP_2018_2019",1096.84,1105.74
"GUANAJUATO-DTO-2","CAP_2019_2020",878.35,843.2
"GUANAJUATO-DTO-2","Proceso Electoral Federal",610.26,328.3
"GUANAJUATO-DTO-3","CAI_2017_2018",730.32,785.95
"GUANAJUATO-DTO-3","CAI_2018",893.36,921.21
"GUANAJUATO-DTO-3","CAI_2019",646.43,743.86
"GUANAJUATO-DTO-3","CAI_2020_2021",492.13,525.09
"GUANAJUATO-DTO-3","CAP_2018",351.71,515
"GUANAJUATO-DTO-3","CAP_2018_2019",1014.55,1018.26
"GUANAJUATO-DTO-3","CAP_2019_2020",674.35,611.85
"GUANAJUATO-DTO-3","Proceso Electoral Federal",483.37,343.07
"GUANAJUATO-DTO-4","CAI_2017_2018",736.41,847.91
"GUANAJUATO-DTO-4","CAI_2018",745,777.5
"GUANAJUATO-DTO-4","CAI_2019",643.93,734.43
"GUANAJUATO-DTO-4","CAI_2020_2021",931.78,1014.43
"GUANAJUATO-DTO-4","CAP_2018",282.14,464.14
"GUANAJUATO-DTO-4","CAP_2018_2019",975.89,981.87
"GUANAJUATO-DTO-4","CAP_2019_2020",721.8,692.25
"GUANAJUATO-DTO-4","Proceso Electoral Federal",527.67,270.7
"GUANAJUATO-DTO-5","CAI_2017_2018",1178.59,1325.05
"GUANAJUATO-DTO-5","CAI_2018",1457.64,1480.57
"GUANAJUATO-DTO-5","CAI_2019",1105.5,1291.14
"GUANAJUATO-DTO-5","CAI_2020_2021",1384,1477.65
"GUANAJUATO-DTO-5","CAP_2018",683.57,939
"GUANAJUATO-DTO-5","CAP_2018_2019",1740.89,1755.58
"GUANAJUATO-DTO-5","CAP_2019_2020",1247.45,1204.2
"GUANAJUATO-DTO-5","Proceso Electoral Federal",958.37,643.67
"GUANAJUATO-DTO-6","CAI_2017_2018",770.59,896.27
"GUANAJUATO-DTO-6","CAI_2018",860.79,824.14
"GUANAJUATO-DTO-6","CAI_2019",563.14,631.07
"GUANAJUATO-DTO-6","CAI_2020_2021",1095.48,1162.39
"GUANAJUATO-DTO-6","CAP_2018",482.57,702.71
"GUANAJUATO-DTO-6","CAP_2018_2019",994.58,998.39
"GUANAJUATO-DTO-6","CAP_2019_2020",725.7,738.45
"GUANAJUATO-DTO-6","Proceso Electoral Federal",600.44,360.48
"GUANAJUATO-DTO-7","CAI_2017_2018",1024.09,1191.09
"GUANAJUATO-DTO-7","CAI_2018",1010.57,1038.36
"GUANAJUATO-DTO-7","CAI_2019",937.43,1087.57
"GUANAJUATO-DTO-7","CAI_2020_2021",1307.74,1411.78
"GUANAJUATO-DTO-7","CAP_2018",372.29,623.86
"GUANAJUATO-DTO-7","CAP_2018_2019",1296.45,1302.5
"GUANAJUATO-DTO-7","CAP_2019_2020",1061.4,1030.4
"GUANAJUATO-DTO-7","Proceso Electoral Federal",720.44,338.67
"GUANAJUATO-DTO-8","CAI_2017_2018",963.23,1092.05
"GUANAJUATO-DTO-8","CAI_2018",1102.43,1118.71
"GUANAJUATO-DTO-8","CAI_2019",913.21,1034.21
"GUANAJUATO-DTO-8","CAI_2020_2021",1411.61,1513.91
"GUANAJUATO-DTO-8","CAP_2018",445,655
"GUANAJUATO-DTO-8","CAP_2018_2019",1361.11,1372.74
"GUANAJUATO-DTO-8","CAP_2019_2020",1012.85,1019.35
"GUANAJUATO-DTO-8","Proceso Electoral Federal",771.63,452.22
"GUANAJUATO-DTO-9","CAI_2017_2018",1111.55,1242.64
"GUANAJUATO-DTO-9","CAI_2018",1356.79,1342.43
"GUANAJUATO-DTO-9","CAI_2019",958,1109.29
"GUANAJUATO-DTO-9","CAI_2020_2021",1215.48,1303.43
"GUANAJUATO-DTO-9","CAP_2018",609.43,971.29
"GUANAJUATO-DTO-9","CAP_2018_2019",1514.18,1529.92
"GUANAJUATO-DTO-9","CAP_2019_2020",1040.45,996.2
"GUANAJUATO-DTO-9","Proceso Electoral Federal",765.41,472.22
"GUERRERO-DTO-1","CAI_2017_2018",632.18,748.73
"GUERRERO-DTO-1","CAI_2018",752.36,795.86
"GUERRERO-DTO-1","CAI_2019",512.57,573.43
"GUERRERO-DTO-1","CAI_2020_2021",657.35,841.39
"GUERRERO-DTO-1","CAP_2018",170.57,383.29
"GUERRERO-DTO-1","CAP_2018_2019",906.82,901.79
"GUERRERO-DTO-1","CAP_2019_2020",593.45,596.35
"GUERRERO-DTO-1","Proceso Electoral Federal",532.48,186.48
"GUERRERO-DTO-2","CAI_2017_2018",1024.36,1131.86
"GUERRERO-DTO-2","CAI_2018",1055.79,1073
"GUERRERO-DTO-2","CAI_2019",838,898.14
"GUERRERO-DTO-2","CAI_2020_2021",1199,1339.35
"GUERRERO-DTO-2","CAP_2018",447.29,657
"GUERRERO-DTO-2","CAP_2018_2019",1289.42,1304.53
"GUERRERO-DTO-2","CAP_2019_2020",911.75,915.35
"GUERRERO-DTO-2","Proceso Electoral Federal",717.59,382.93
"GUERRERO-DTO-3","CAI_2017_2018",998.55,1170.18
"GUERRERO-DTO-3","CAI_2018",1000.71,1021.07
"GUERRERO-DTO-3","CAI_2019",780.93,806.43
"GUERRERO-DTO-3","CAI_2020_2021",1049.57,1159.48
"GUERRERO-DTO-3","CAP_2018",205.71,567.57
"GUERRERO-DTO-3","CAP_2018_2019",1154.21,1168.08
"GUERRERO-DTO-3","CAP_2019_2020",757.3,811.75
"GUERRERO-DTO-3","Proceso Electoral Federal",665.63,269.48
"GUERRERO-DTO-4","CAI_2017_2018",1171.05,1357.27
"GUERRERO-DTO-4","CAI_2018",1148.86,1170.29
"GUERRERO-DTO-4","CAI_2019",930.5,1008.36
"GUERRERO-DTO-4","CAI_2020_2021",1282.7,1338.61
"GUERRERO-DTO-4","CAP_2018",550.86,753.86
"GUERRERO-DTO-4","CAP_2018_2019",1410.05,1427.11
"GUERRERO-DTO-4","CAP_2019_2020",1025.3,1037.8
"GUERRERO-DTO-4","Proceso Electoral Federal",893.33,545.78
"GUERRERO-DTO-5","CAI_2017_2018",743.45,877.14
"GUERRERO-DTO-5","CAI_2018",801.21,824.57
"GUERRERO-DTO-5","CAI_2019",695.29,749.79
"GUERRERO-DTO-5","CAI_2020_2021",821.13,936.26
"GUERRERO-DTO-5","CAP_2018",212.29,570.71
"GUERRERO-DTO-5","CAP_2018_2019",1007.03,1030.13
"GUERRERO-DTO-5","CAP_2019_2020",612.5,633.55
"GUERRERO-DTO-5","Proceso Electoral Federal",573.56,160.44
"GUERRERO-DTO-6","CAI_2017_2018",769,909.36
"GUERRERO-DTO-6","CAI_2018",789.14,867.71
"GUERRERO-DTO-6","CAI_2019",780.64,870.5
"GUERRERO-DTO-6","CAI_2020_2021",815.43,898.83
"GUERRERO-DTO-6","CAP_2018",167.14,401
"GUERRERO-DTO-6","CAP_2018_2019",925.34,948.45
"GUERRERO-DTO-6","CAP_2019_2020",577.95,550.3
"GUERRERO-DTO-6","Proceso Electoral Federal",565.67,182.37
"GUERRERO-DTO-7","CAI_2017_2018",1033.68,1183.73
"GUERRERO-DTO-7","CAI_2018",1042.21,1109.86
"GUERRERO-DTO-7","CAI_2019",777.36,878.5
"GUERRERO-DTO-7","CAI_2020_2021",861.17,1016.74
"GUERRERO-DTO-7","CAP_2018",435.14,651.14
"GUERRERO-DTO-7","CAP_2018_2019",1315.58,1313.66
"GUERRERO-DTO-7","CAP_2019_2020",901.65,863.95
"GUERRERO-DTO-7","Proceso Electoral Federal",789.74,407.19
"GUERRERO-DTO-8","CAI_2017_2018",1022.09,1130.36
"GUERRERO-DTO-8","CAI_2018",801.14,878.07
"GUERRERO-DTO-8","CAI_2019",685.93,705.21
"GUERRERO-DTO-8","CAI_2020_2021",726.09,875.74
"GUERRERO-DTO-8","CAP_2018",122.14,354.71
"GUERRERO-DTO-8","CAP_2018_2019",942.63,944.08
"GUERRERO-DTO-8","CAP_2019_2020",586.15,632.45
"GUERRERO-DTO-8","Proceso Electoral Federal",637.56,214.11
"GUERRERO-DTO-9","CAI_2017_2018",1007.68,1168.18
"GUERRERO-DTO-9","CAI_2018",1034.07,1050.5
"GUERRERO-DTO-9","CAI_2019",993.79,1043.29
"GUERRERO-DTO-9","CAI_2020_2021",1339.04,1419.04
"GUERRERO-DTO-9","CAP_2018",466.43,685.57
"GUERRERO-DTO-9","CAP_2018_2019",1283.16,1321.21
"GUERRERO-DTO-9","CAP_2019_2020",949.8,961.9
"GUERRERO-DTO-9","Proceso Electoral Federal",819.07,466.93
"HIDALGO-DTO-1","CAI_2017_2018",986.5,1134.64
"HIDALGO-DTO-1","CAI_2018",1005.21,993.86
"HIDALGO-DTO-1","CAI_2019",615,725.86
"HIDALGO-DTO-1","CAI_2020_2021",771.17,899
"HIDALGO-DTO-1","CAP_2018",219.14,449.29
"HIDALGO-DTO-1","CAP_2018_2019",1059.68,1052.92
"HIDALGO-DTO-1","CAP_2019_2020",567.9,585.8
"HIDALGO-DTO-1","Proceso Electoral Federal",591.52,159.52
"HIDALGO-DTO-2","CAI_2017_2018",643.14,756.82
"HIDALGO-DTO-2","CAI_2018",782.43,821.14
"HIDALGO-DTO-2","CAI_2019",589.79,649.36
"HIDALGO-DTO-2","CAI_2020_2021",629.39,676.87
"HIDALGO-DTO-2","CAP_2018",188,354.86
"HIDALGO-DTO-2","CAP_2018_2019",879.66,895.03
"HIDALGO-DTO-2","CAP_2019_2020",457.9,516.85
